Term,Subject,Catalog,Section,Component,Descr,Instructor,Mtg1 Start,Mtg1 End,Mtg1 Days,Mtg2 Start,Mtg2 End,Mtg2 Days,Prereqs,Division,WI,QFR,EDI
1151,CLLA,201,1,LEC,Intermed Latin:Late Republic,Wilcox,10:00 AM,10:50 AM,MWF,,,,CLLA 101-102 or 3-4 years of Latin in secondary school; consult the department,D1,,,
1151,CLLA,405,1,SEM,"Myth,Scandl,Morlty Ancnt Rome",Christensen,02:35 PM,03:50 PM,MR,,,,CLLA 302 or permission of instructor,D1,,,
1151,COGS,222,1,LEC,Intro to Cognitive Science,Cruz,11:20 AM,12:35 PM,TR,,,,PSYC 101 or any introduction to PHIL course or CSCI 134 or permission of instructor; background in more than one of these is recommended,D2,,,
1151,COMP,111,1,SEM,The Nature of Narrative,Bolton,02:35 PM,03:50 PM,TF,,,,none,D1,WAC,,
1151,COMP,255,1,SEM,Love & Death in Mod Japan Lit,Bolton,02:35 PM,03:50 PM,MR,,,,none; no familiarity with Japanese language or culture is required,D1,,,EDI
1151,COMP,261,1,SEM,Postcolonial Narratives,Eqeiq,11:20 AM,12:35 PM,TR,,,,none,D1,WAC,,
1151,COMP,340,1,SEM,Literature and Psychoanalysis,Newman,01:10 PM,02:25 PM,TF,,,,"one previous course in either COMP or ENGL, or permission of instructor",D1,WAC,,
1151,COMP,341,1,SEM,Cinema of Work and Migration,Druxes,02:35 PM,03:50 PM,MR,,,,"a 200-level English or Comparative Literature course, or permission of instructor",D1,,,
1151,COMP,401,1,SEM,Sr Sem:Comp Children's Literat,van de Stadt,08:30 AM,09:45 AM,MWF,,,,one 300- or 400-level course in literature or consent of the instructor,D1,,,
1151,CRHI,201,1,LEC,Critical Languages: Hindi,Canova,,,TBA,,,,sophomore or higher standing and application to the Critical Language Department,D1,,,
1151,CRKO,201,1,LEC,Critical Languages: Korean,Canova,,,TBA,,,,sophomore or higher standing and application to the Critical Language Department,D1,,,
1151,CSCI,109,1,LEC,Art&Science Computer Graphics,Bailey,08:30 AM,09:45 AM,TR,,,,this course is not open to students who have successfully completed a CSCI course numbered 136 or above,D3,,QFR,
1151,CSCI,109,2,LAB,Art&Science Computer Graphics,Bailey,01:00 PM,02:25 PM,M,,,,this course is not open to students who have successfully completed a CSCI course numbered 136 or above,D3,,QFR,
1151,CSCI,109,3,LAB,Art&Science Computer Graphics,Bailey,02:35 PM,04:00 PM,M,,,,this course is not open to students who have successfully completed a CSCI course numbered 136 or above,D3,,QFR,
1151,CSCI,134,1,LEC,Intro to Computer Science,Lenhart,09:00 AM,09:50 AM,MWF,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1151,CSCI,134,2,LEC,Intro to Computer Science,Yorgey,10:00 AM,10:50 AM,MWF,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1151,CSCI,134,3,LAB,Intro to Computer Science,Yorgey,01:00 PM,04:00 PM,M,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1151,CSCI,134,4,LAB,Intro to Computer Science,Yorgey,01:00 PM,04:00 PM,T,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1151,CSCI,134,5,LAB,Intro to Computer Science,Lenhart,09:00 AM,12:00 PM,T,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1151,CSCI,136,1,LEC,Data Strctures & Advanced Prog,McGuire,09:00 AM,09:50 AM,MWF,,,,"CSCI 134 or equivalent; MATH 200 (formerly 251) is recommended, but not required",D3,,QFR,
1151,CSCI,136,2,LAB,Data Strctures & Advanced Prog,McGuire,12:00 PM,01:55 PM,W,,,,"CSCI 134 or equivalent; MATH 200 (formerly 251) is recommended, but not required",D3,,QFR,
1151,CSCI,136,3,LAB,Data Strctures & Advanced Prog,McGuire,02:05 PM,04:00 PM,W,,,,"CSCI 134 or equivalent; MATH 200 (formerly 251) is recommended, but not required",D3,,QFR,
1151,CSCI,237,1,LEC,Computer Organization,Bailey,11:00 AM,11:50 AM,MWF,,,,"CSCI 134, or both experience in programming and permission of instructor",D3,,QFR,
1151,CSCI,237,2,LAB,Computer Organization,Bailey,01:00 PM,02:25 PM,T,,,,"CSCI 134, or both experience in programming and permission of instructor",D3,,QFR,
1151,CSCI,237,3,LAB,Computer Organization,Bailey,02:35 PM,04:00 PM,T,,,,"CSCI 134, or both experience in programming and permission of instructor",D3,,QFR,
1151,CSCI,354,1,LEC,Functional Programming,Yorgey,09:55 AM,11:10 AM,TR,,,,CSCI 136,D3,,QFR,
1151,CSCI,354,2,CON,Functional Programming,Yorgey,01:10 PM,02:25 PM,W,,,,CSCI 136,D3,,QFR,
1151,CSCI,361,1,LEC,Theory of Computation,Heeringa,12:00 PM,12:50 PM,MWF,,,,CSCI 256 or both a 300-level MATH course and permission of instructor,D3,,QFR,
1151,CSCI,371,1,LEC,Computational Graphics,McGuire,10:00 AM,10:50 AM,MWF,,,,CSCI 136 and CSCI 237 or permission of the instructor,D3,,QFR,
1151,CSCI,371,2,LAB,Computational Graphics,McGuire,01:00 PM,04:00 PM,R,,,,CSCI 136 and CSCI 237 or permission of the instructor,D3,,QFR,
1151,CSCI,374,T1,TUT,Machine Learning,Danyluk,,,TBA,,,,CSCI 136 and MATH 200 (formerly 251); CSCI 256 is recommended but not required,D3,,QFR,
1151,DANC,100,1,STU,Foundations in Dance,Burton,01:10 PM,02:25 PM,MR,,,,none; experienced dancers who wish to enroll in Dance Department courses may waive this course by taking the department's advanced placement class or by permission of the faculty,D1,,,
1151,DANC,100,2,LAB,Foundations in Dance,Burton,02:35 PM,03:50 PM,MR,,,,none; experienced dancers who wish to enroll in Dance Department courses may waive this course by taking the department's advanced placement class or by permission of the faculty,D1,,,
1151,DANC,201,1,STU,African Dance and Percussion,Burton,01:10 PM,03:50 PM,TF,,,,DANC 100 or permission of instructor,D1,,,
1151,DANC,205,1,STU,Modern Masterworks,Dankmeyer,09:55 AM,11:10 AM,TR,,,,none,D1,,,
1151,DANC,205,2,LAB,Modern Masterworks,Dankmeyer,01:10 PM,02:00 PM,W,,,,none,D1,,,
1151,DANC,300,1,STU,"Ballet: Technique, Variations",Parker,11:00 AM,12:50 PM,MWF,,,,a minimum of three years prior training in ballet and a demonstrated ability to safely keep up with this level of instruction,D1,,,
1151,ECON,110,2,LEC,Principles of Microeconomics,Rolleigh,09:55 AM,11:10 AM,TR,,,,none,D2,,QFR,
1151,ECON,110,3,LEC,Principles of Microeconomics,Rolleigh,01:10 PM,02:25 PM,MR,,,,none,D2,,QFR,
1151,ECON,110,4,LEC,Principles of Microeconomics,Schmidt,02:35 PM,03:50 PM,MR,,,,none,D2,,QFR,
1151,ECON,110,5,LEC,Principles of Microeconomics,Godlonton,01:10 PM,02:25 PM,TF,,,,none,D2,,QFR,
1151,ECON,110,6,LEC,Principles of Microeconomics,Bradburd,02:35 PM,03:50 PM,TF,,,,none,D2,,QFR,
1151,ECON,120,1,LEC,Principles of Macroeconomics,Love,11:20 AM,12:35 PM,TR,,,,ECON 110,D2,,QFR,
1151,ECON,120,2,LEC,Principles of Macroeconomics,Caprio,11:00 AM,12:15 PM,MW,,,,ECON 110,D2,,QFR,
1151,ECON,120,3,LEC,Principles of Macroeconomics,Caprio,02:35 PM,03:50 PM,MR,,,,ECON 110,D2,,QFR,
1151,ECON,203,1,LEC,Gender and Economics,Schmidt,01:10 PM,02:25 PM,MR,,,,ECON 110,D2,,,
1151,ECON,205,1,LEC,Public Economics,LaLumia,11:00 AM,12:15 PM,MWF,,,,ECON 110,D2,,,
1151,ECON,229,1,LEC,Law and Economics,Gentry,01:10 PM,02:25 PM,MR,,,,ECON 110,D2,,QFR,
1151,ECON,251,1,LEC,Price and Allocation Theory,Rai,11:20 AM,12:35 PM,TR,,,,ECON 110 and MATH 130 or its equivalent,D2,,QFR,
1151,ECON,251,2,LEC,Price and Allocation Theory,Rai,01:10 PM,02:25 PM,TF,,,,ECON 110 and MATH 130 or its equivalent,D2,,QFR,
1151,ECON,251,3,LEC,Price and Allocation Theory,Sheppard,02:35 PM,03:50 PM,MR,,,,ECON 110 and MATH 130 or its equivalent,D2,,QFR,
1151,ECON,252,1,LEC,Macroeconomics,Pedroni,01:10 PM,02:25 PM,TF,,,,ECON 110 and 120 and MATH 130 or its equivalent,D2,,QFR,
1151,ECON,252,2,LEC,Macroeconomics,Phelan,08:30 AM,09:45 AM,TR,,,,ECON 110 and 120 and MATH 130 or its equivalent,D2,,QFR,
1151,ECON,255,1,LEC,Econometrics,Swamy,11:20 AM,12:35 PM,TR,,,,"MATH 130 and STAT 101, or STAT 201 or equivalent, plus one course in ECON",D2,,QFR,
1151,ECON,255,2,LEC,Econometrics,Watson,09:55 AM,11:10 AM,TR,,,,"MATH 130 and STAT 101, or STAT 201 or equivalent, plus one course in ECON",D2,,QFR,
1151,ECON,361,1,LEC,Political Econ & Economic Devt,Leight,07:00 PM,09:40 PM,M,,,,ECON 110 and 255 or permission of the instructor,D2,,,
1151,ECON,363,1,LEC,Money and Banking,Kuttner,08:30 AM,09:45 AM,TR,,,,ECON 252,D2,,,
1151,ECON,378,1,LEC,Long-Run Perspctvs  Econ Grwth,Ashraf,02:35 PM,03:50 PM,TF,,,,"ECON 251 and 252 or permission of instructor, familiarity with econometrics (ECON 255) will be helpful but not essential",D2,,QFR,
1151,ECON,381,1,LEC,Global Health Policy Challenge,Godlonton,09:55 AM,11:10 AM,TR,,,,ECON 251; POEC 253 or ECON 255 or permission of the instructor,D2,,QFR,
1151,ECON,383,1,LEC,"Cities, Regions & the Economy",Sheppard,07:00 PM,09:40 PM,M,,,,ECON 251,D2,,,
1151,ECON,456,1,SEM,Income Distribution,LaLumia,02:35 PM,03:50 PM,MR,,,,ECON 251 and 255 or equivalent,D2,,,
1151,ECON,460,1,SEM,Economic Development of China,Leight,08:30 AM,09:45 AM,TR,,,,ECON 251 and 255,D2,,,
1151,ECON,471,1,SEM,Advanced Econometrics,Pedroni,02:35 PM,03:50 PM,TF,,,,ECON 252 and ECON 255 (or equivalent),D2,,QFR,
1151,ECON,472,1,SEM,Macro Instability & Finance,Phelan,01:10 PM,02:25 PM,MR,,,,ECON 251 and ECON 252,D2,,,
1151,ECON,501,1,SEM,Development Economics I,Ashraf,09:55 AM,11:10 AM,TR,,,,"ECON 251, 252, and 255; undergraduate enrollment limited and requires instructor's permission",D2,,,
1151,ECON,502,1,SEM,Statistics/Econometrics,Shore-Sheppard,11:20 AM,12:35 PM,TR,,,,admission depends on previous background in statistics and mathematics,D2,,,
1151,ECON,503,1,SEM,Stats/Econometrics:Advanced,Swamy,08:30 AM,09:45 AM,TR,,,,admission depends on previous background in statistics and mathematics,D2,,,
1151,ECON,504,1,SEM,Public Economics,Bakija,11:00 AM,12:15 PM,MW,,,,"ECON 110; in addition, an empirical methods course (POEC 253, ECON 255, 502 or 503, or STAT 346) must be taken before or concurrently with this class; undergraduate enrollment limited and requires instructor's permission",D2,,,
1151,ECON,505,1,LEC,Developing Country Macroecon,Love,02:35 PM,03:50 PM,MR,,,,ECON 251 and 252; undergraduate enrollment limited and requires instructor's permission,D2,,,
1151,ECON,506,1,LEC,Fund Developing Country Macro,Kuttner,01:10 PM,02:25 PM,MR,,,,none; enrollment limited to CDE students,D2,,,
1151,ENGL,110,1,SEM,American Love Stories,Barnes,08:30 AM,09:45 AM,TR,,,,none,D1,WAC,,
1151,ENGL,110,2,SEM,American Love Stories,Barnes,11:20 AM,12:35 PM,TR,,,,none,D1,WAC,,
1151,ENGL,113,1,SEM,Banned Books,Taylor,08:30 AM,09:45 AM,TR,,,,none,D1,WAC,,
1151,ENGL,113,2,SEM,Banned Books,Taylor,09:55 AM,11:10 AM,TR,,,,none,D1,WAC,,
1151,ENGL,114,1,SEM,Literary Speakers,Fix,10:00 AM,10:50 AM,MWF,,,,none,D1,WAC,,
1151,ENGL,116,1,SEM,The Ethics of Fiction,Rhie,10:00 AM,10:50 AM,MWF,,,,none,D1,WAC,,
1151,ENGL,116,2,SEM,The Ethics of Fiction,Rhie,12:00 PM,12:50 PM,MWF,,,,none,D1,WAC,,
1151,ENGL,117,1,SEM,Introduction Cultural Theory,Thorne,01:10 PM,02:25 PM,TF,,,,none,D1,WAC,,
1151,ENGL,123,1,SEM,Borrowing and Stealing,McWeeny,02:35 PM,03:50 PM,TF,,,,none,D1,WAC,,
1151,ENGL,135,1,SEM,Vengeance,De Gooyer,08:30 AM,09:45 AM,MWF,,,,none,D1,WAC,,
1151,ENGL,152,1,SEM,Other People's Lives,Shepard,08:30 AM,09:45 AM,TR,,,,none,D1,WAC,,
1151,ENGL,162,1,SEM,"Robots, Puppets, and Dolls",Rosenheim,08:30 AM,09:45 AM,MWF,,,,none,D1,WAC,,
1151,ENGL,202,1,SEM,Modern Drama,Pethica,11:20 AM,12:35 PM,TR,,,,none,D1,,,
1151,ENGL,203,1,SEM,Black/Independent/Cinema,Schleitwiler,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam; or consent of the instructor",D1,,,
1151,ENGL,206,1,SEM,We Aren't the World,Raza Kolb,09:55 AM,11:10 AM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,EDI
1151,ENGL,220,1,SEM,African American Literature,Smith,11:00 AM,12:15 PM,MWF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam, or permission of instructor",D1,WAC,,
1151,ENGL,232,1,SEM,The Art of the Long Story,Barrett,01:10 PM,02:25 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1151,ENGL,233,1,SEM,Great Big Books,Tifft,09:55 AM,11:10 AM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1151,ENGL,240,1,SEM,The Novel in Theory,Case,02:35 PM,03:50 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1151,ENGL,246,T1,TUT,Black Asia,Schleitwiler,,,TBA,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam; or consent of the instructor",D1,WAC,,EDI
1151,ENGL,247,1,SEM,Modernist Regionalism,Cowden,01:10 PM,02:25 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1151,ENGL,281,1,SEM,Introductry Workshop in Poetry,Fisher,01:10 PM,02:25 PM,MR,,,,none,D1,,,
1151,ENGL,283,1,SEM,Introductory Fiction Workshop,Shepard,01:10 PM,02:25 PM,MR,,,,permission of instructor,D1,,,
1151,ENGL,288,1,SEM,Intro Workshop in Memoir,Shepard,09:55 AM,11:10 AM,TR,,,,permission of instructor,D1,,,
1151,ENGL,301,1,SEM,Politics in American Film,Beach,11:20 AM,12:35 PM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English",D1,,,
1151,ENGL,315,1,SEM,Milton,De Gooyer,11:00 AM,12:15 PM,MWF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,323,T1,TUT,A Novel Education,Fix,,,TBA,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1151,ENGL,328,1,SEM,"Austen, Eliot, Woolf",Case,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,331,1,SEM,Romantic Natures,Johnston,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,338,1,SEM,The American Renaissance,Barnes,01:10 PM,02:25 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1151,ENGL,347,1,SEM,Henry James,Sokolsky,02:35 PM,03:50 PM,MR,,,,"a 100-level English course, or a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate",D1,,,
1151,ENGL,355,1,SEM,Fanaticism,Sokolsky,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,358,1,SEM,Impossible India: S. Asian Lit,Raza Kolb,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,EDI
1151,ENGL,359,1,SEM,Origins of Literary Modernity,Thorne,02:35 PM,03:50 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,364,T1,TUT,Documentary Poetry,Fisher,,,TBA,,,,"a 100-level English course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,EDI
1151,ENGL,367,1,SEM,Documentary Fictions,Rosenheim,11:00 AM,12:15 PM,MWF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam, or permission of the instructor",D1,,,
1151,ENGL,372,T1,TUT,American Modernist Fiction,Limon,,,TBA,,,,"a 100-level English course, or a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate; not open to first-year students",D1,WAC,,
1151,ENGL,376,1,SEM,Silent Film,Tifft,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam.",D1,,,
1151,ENGL,380,1,SEM,Baraka and Lorde,Lee,11:20 AM,12:35 PM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,EDI
1151,ENGL,385,1,SEM,Advanced Fiction Workshop,Barrett,01:10 PM,03:50 PM,W,,,,"English 283 or 384, or permission of instructor",D1,,,
1151,ENGL,386,1,SEM,Catastrophe/Apocalypse,Shepard,02:35 PM,03:50 PM,MR,,,,ENGL 204 or permission of the instructor,D1,,,
1151,ENGL,392,1,SEM,Wonder,Pye,11:20 AM,12:35 PM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,395,1,SEM,Signs of History,Johnston,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1151,ENGL,407,1,SEM,"Literature,Justice,&Community",Pye,02:35 PM,03:50 PM,TF,,,,300-level English course or permission of instructor,D1,,,EDI
1151,ENGL,450,1,SEM,"Melville, Twain, and Ellison",Smith,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,EDI
1151,ENVI,101,1,LEC,Nature and Society,Howe,11:00 AM,12:15 PM,MW,,,,none,D2,,,
1151,ENVI,101,2,LEC,Nature and Society,McCammack,01:10 PM,02:25 PM,TF,,,,none,D2,,,
1151,ENVI,209,1,LEC,Ecologies of Place,Howe,08:30 AM,09:45 AM,TR,,,,none,D2,,,
1151,ENVI,219,1,LEC,Topics Sustainable Agriculture,Seshia Galvin,01:10 PM,02:25 PM,TF,,,,none,D2,,,
1151,ENVI,302,1,SEM,Environmental Planning,Gardner,11:20 AM,12:35 PM,TR,,,,"ENVI 101 and BIOL/ENVI 203, or permission of instructor; open to juniors and seniors only",D6,,,
1151,ENVI,302,2,LAB,Environmental Planning,Gardner,01:00 PM,04:00 PM,T,,,,"ENVI 101 and BIOL/ENVI 203, or permission of instructor; open to juniors and seniors only",D6,,,
1151,ENVI,302,3,LAB,Environmental Planning,Gardner,01:00 PM,04:00 PM,R,,,,"ENVI 101 and BIOL/ENVI 203, or permission of instructor; open to juniors and seniors only",D6,,,
1151,ENVI,307,1,LEC,Environmental Law,Cassuto,07:00 PM,09:40 PM,M,,,,ENVI 101 or permission of instructor,D2,,,
1151,ENVI,353,1,SEM,Apocalypse in Post-War America,McCammack,01:10 PM,03:50 PM,W,,,,none,D2,WAC,,
1151,GEOS,101,1,LEC,Co-Evolution of Earth and Life,Cohen,10:00 AM,10:50 AM,MWF,,,,none,D3,,,
1151,GEOS,101,2,LAB,Co-Evolution of Earth and Life,Cohen,01:00 PM,03:00 PM,M,,,,none,D3,,,
1151,GEOS,101,3,LAB,Co-Evolution of Earth and Life,Cohen,01:00 PM,03:00 PM,T,,,,none,D3,,,
1151,GEOS,103,1,LEC,Glbl Warming & Natrl Disasters,Dethier,09:00 AM,09:50 AM,MWF,,,,none,D3,,,
1151,GEOS,103,2,LAB,Glbl Warming & Natrl Disasters,Dethier,01:00 PM,03:00 PM,M,,,,none,D3,,,
1151,GEOS,103,3,LAB,Glbl Warming & Natrl Disasters,Dethier,01:00 PM,03:00 PM,W,,,,none,D3,,,
1151,GEOS,201,1,LEC,Geomorphology,Dethier,08:30 AM,09:45 AM,TR,,,,any 100-level GEOS course or consent of the instructor,D3,,,
1151,GEOS,201,2,LAB,Geomorphology,Dethier,01:00 PM,04:00 PM,T,,,,any 100-level GEOS course or consent of the instructor,D3,,,
1151,GEOS,215,1,LEC,Climate Changes,Cook,10:00 AM,10:50 AM,MWF,,,,"100-level course in GEOS, CHEM, or PHYS or permission of instructor",D3,,QFR,
1151,GEOS,215,2,LAB,Climate Changes,Cook,01:00 PM,04:00 PM,R,,,,"100-level course in GEOS, CHEM, or PHYS or permission of instructor",D3,,QFR,
1151,GEOS,301,1,LEC,Structural Geology,Karabinos,11:00 AM,12:15 PM,MW,,,,"GEOS 101, 102, or 103, or permission of instructor",D3,,QFR,
1151,GEOS,301,2,LAB,Structural Geology,Karabinos,01:00 PM,04:00 PM,M,,,,"GEOS 101, 102, or 103, or permission of instructor",D3,,QFR,
1151,GEOS,303,1,LEC,Igneous&Metamorphic Petrology,Wobus,08:30 AM,09:45 AM,MW,,,,GEOS 202 or consent of the instructor,D3,,,
1151,GEOS,303,2,LAB,Igneous&Metamorphic Petrology,Wobus,01:00 PM,04:00 PM,W,,,,GEOS 202 or consent of the instructor,D3,,,
1151,GEOS,311,1,SEM,Geobiology,Cohen,09:55 AM,11:10 AM,TR,,,,GEOS 212 / BIOL 211; or GEOS 101 + any 200-level GEOS course; or permission of instructor,D3,,,
1151,GEOS,311,2,LAB,Geobiology,Cohen,01:00 PM,04:00 PM,R,,,,GEOS 212 / BIOL 211; or GEOS 101 + any 200-level GEOS course; or permission of instructor,D3,,,
1151,GEOS,401,1,SEM,Global Tectonics and Mountains,Karabinos,11:20 AM,12:35 PM,TR,,,,two 200-level GEOS courses or permission of instructor,D3,,,
1151,GEOS,401,2,LAB,Global Tectonics and Mountains,Karabinos,01:00 PM,04:00 PM,R,,,,two 200-level GEOS courses or permission of instructor,D3,,,
1151,GERM,101,1,LEC,Elementary German,Newman,10:00 AM,10:50 AM,M-F,,,,none,D1,,,
1151,GERM,103,1,LEC,Intermediate German I,Kone,10:00 AM,10:50 AM,MWF,,,,GERM 102 or the equivalent,D1,,,
1151,GERM,111,1,LEC,Reading German for Beginners,Kieffer,09:00 AM,09:50 AM,MWF,,,,none; students who have taken or plan to take 101 and/or 102 may not take 111-112,D1,,,
1151,GERM,201,1,SEM,Advanced German,Druxes,12:00 PM,12:50 PM,MWF,,,,GERM 104 or equivalent,D1,,,
1151,GERM,317,1,SEM,German Literature & Culture,Kone,09:55 AM,11:10 AM,TR,,,,for students taking it in German: GERM 201 or the equivalent; for students taking the course in English: one college-level literature course,D1,WAC,,
1151,GERM,513,1,SEM,German Art History Readings,Kieffer,09:00 AM,09:50 AM,MWF,,,,GERM 511-512 or equivalent preparation (a score of 500 or higher on SAT II German Reading Test),D1,,,
1151,HIST,117,1,SEM,Bombay/Mumbai:Modrn Metropolis,Kapadia,01:10 PM,02:25 PM,MR,,,,first-year or sophomore standing,D2,WAC,,
1151,HIST,121,T1,TUT,The Two Koreas,Siniawer,,,TBA,,,,first-year or sophomore standing; juniors or seniors with permission of the instructor,D2,WAC,,
1151,HIST,135,T1,TUT,"The Great War, 1914-1918",Wood,,,TBA,,,,first-year or sophomore standing; juniors or seniors with permission of the instructor,D2,WAC,,
1151,HIST,140,T1,TUT,Fin-de-Siecle Russia,Wagner,,,TBA,,,,first-year or sophomore standing; juniors or seniors with permission of the instructor,D2,WAC,,
1151,HIST,165,1,SEM,Going Nuclear,Chapman,08:30 AM,09:45 AM,TR,,,,first-year or sophomore standing; juniors or seniors with permission of the instructor,D2,WAC,,
1151,HIST,168,1,SEM,1968-69: Two Years in America,Wong,01:10 PM,02:25 PM,MR,,,,first-year or sophomore standing; juniors or seniors with permission of the instructor,D2,WAC,,
1151,HIST,201,1,LEC,History Behind the Headlines,Brown,01:10 PM,02:25 PM,MR,,,,none,D2,,,EDI
1151,HIST,203,1,LEC,Modern African History,Mutongi,11:00 AM,12:15 PM,MWF,,,,none; no prior knowledge of African history required; open to all,D2,,,EDI
1151,HIST,207,1,LEC,The Modern Middle East,Fahrenthold,01:10 PM,02:25 PM,TF,,,,none; open to all,D2,,,EDI
1151,HIST,220,1,LEC,India & So.Asia: 2000-1700s CE,Kapadia,09:55 AM,11:10 AM,TR,,,,none; open to all,D2,,,
1151,HIST,229,1,LEC,Europ Imperialsm&Decoloniztion,Singham,11:20 AM,12:35 PM,TR,,,,none; open to all,D2,,,EDI
1151,HIST,231,1,LEC,Medieval England,Knibbs,12:00 PM,12:50 PM,MWF,,,,none,D2,,,
1151,HIST,253,1,LEC,Modern U.S. History,Merrill,11:20 AM,12:35 PM,TR,,,,none; open to all,D2,,,
1151,HIST,301,A1,SEM,"History, Theory, Practice",Waters,01:10 PM,02:25 PM,MR,,,,restricted to History majors and sophomores planning to major in History,D2,,,
1151,HIST,301,M1,SEM,Westward Expansion Am Hist,Merrill,01:10 PM,02:25 PM,MR,,,,restricted to History majors and sophomores planning to major in History,D2,,,
1151,HIST,304,1,LEC,South Africa and Apartheid,Mutongi,01:10 PM,02:25 PM,TF,,,,none; open to first-year students with instructors permission,D2,,,EDI
1151,HIST,326,1,LEC,War in European History,Wood,02:35 PM,03:50 PM,MR,,,,none; open to first-year students with instructors permission,D2,,,
1151,HIST,332,1,SEM,European Sexualities,Waters,11:20 AM,12:35 PM,TR,,,,none,D2,,,EDI
1151,HIST,364,1,LEC,History of the Old South,Dew,02:35 PM,03:50 PM,TF,,,,none; open to first-year students with instructor's permission,D2,,,
1151,HIST,373,1,SEM,Citizenship: American History,Welke,11:00 AM,12:15 PM,MW,,,,none,D2,,,
1151,HIST,376,1,SEM,"Sex, Gender, Law in U.S. Hist",Dubow,11:20 AM,12:35 PM,TR,,,,none,D2,,,EDI
1151,HIST,381,1,LEC,Civil Rights to Black Power,Brown,11:20 AM,12:35 PM,TR,,,,"none; some background (e.g. previous coursework) in 20th century U.S. history, American studies, American politics, or Africana studies is recommended",D2,,,EDI
1151,HIST,388,1,SEM,Decolonization & the Cold War,Chapman,01:10 PM,02:25 PM,MR,,,,none,D2,,,
